facility,latitude,longitude,keph_level,county,subcounty,ward,facility_status,facility_type,facility_owner
Kuira District Disability Network Kuria-Isebania HTC Centre,-1.1236293,34.5334651,Level 2,Migori,Kuria West,Tagare,open,other,Non-Governmental Organization
Wananchi Dev Program Clinic (Nyambari),-1.0548315,36.6329068,Level 2,Kiambu,Lari,Lari/Kirenga,open,Medical Clinic,Private
Meridian Medical centre (Nation Centre Bldg ),-1.2830295,36.8222711,Level 2,Nairobi,Starehe,Nairobi Central,open,Medical Center,Private
Kinyambu Kwitu Medical Clinic,-2.4803378,37.9966319,Level 2,Makueni,Kibwezi East,Thange,open,Medical Clinic,Private
Utuneni Dispensary,-1.5944784,37.5019372,Level 2,Makueni,Mbooni,Kiteta-kisau,open,Dispensary,Government/Public Entity
Ndumbi Dispensary,-1.7100448,37.5513041,Level 2,Makueni,Mbooni,Kiteta-kisau,open,Dispensary,Government/Public Entity
Kioge Dispensary,-0.6279218,34.7443496,Level 2,Kisii,Kitutu Chache South,Nyakoe,open,Dispensary,Government/Public Entity
Mosocho Market Dispensary,-0.5854986,34.7318008,Level 2,Kisii,Kitutu Chache South,Bogusero,open,Dispensary,Government/Public Entity
Amurt Health Care Centre,-3.2431303,40.1147909,Level 3,Kilifi,Malindi,Shella,open,Health Center,Private
Syokimau Medical Centre,-1.3691005,36.9396659,Level 2,Machakos,Athi River,Syokimau/Mulolongo,open,Health Center,Private
Kimoi Dispensary (Bomet),-0.4894395,35.2147908,Level 2,Bomet,NA,Chepchabas,open,Dispensary,Private
Mango Tree VCT,-0.3587867,34.7452633,Level 2,Homa Bay,Karachuonyo,Kendu Bay Town,open,Stand-Alone service,Non-Governmental Organization
Jilango Dispensary,0.5535927,39.2702078,Level 2,Garissa,Lagdera,Modogashe,open,Dispensary,Government/Public Entity
Faraja Medical Clinic (Kwale),-4.3305626,39.4778607,Level 2,Kwale,NA,Kinondo,open,Health Center,Faith Based
Katilini Dispensary,-1.6667604,37.4273263,Level 2,Makueni,Mbooni,Mbooni,open,Dispensary,Government/Public Entity
Ndauni Dispensary,-1.7114738,37.7365406,Level 2,Makueni,Mbooni,Kalawa,open,Dispensary,Government/Public Entity
Kisoi Munyao Memorial Health Centre,-1.6907369,37.5791385,Level 3,Makueni,Mbooni,Waia-kako,open,Health Center,Government/Public Entity
Nduluku Dispensary,-1.5871601,37.6174259,Level 2,Makueni,Mbooni,Waia-kako,open,Dispensary,Government/Public Entity
Kimeeni Dispensary,-1.6940417,37.73902,Level 2,Makueni,Mbooni,Kalawa,open,Dispensary,Government/Public Entity
Nyamokenye Health Centre,-0.7917505,34.7631329,Level 3,Kisii,Bobasi,Sameta/Mokwerero,open,Health Center,Government/Public Entity
Kochola Dispensary,-0.7078218,34.5627268,Level 2,Migori,Rongo,East Kamagambo,open,Dispensary,Non-Governmental Organization
Rhonda Health centre,-0.30515,36.0550553,Level 3,Nakuru,Nakuru West,Rhoda,open,Health Center,Government/Public Entity
Menengai Dispensary,-0.2757405,36.1111344,Level 2,Nakuru,Nakuru East,Menengai,open,Dispensary,Government/Public Entity
St Luke Clinic Nakuru,-0.2909642,36.0930157,Level 2,Nakuru,Nakuru East,Biashara,open,Medical Clinic,Private
AAR Mountain mall,-1.2327509,36.8739596,Level 2,Nairobi,Roysambu,Roysambu,open,Medical Center,Private
Kenyenya Health Centre (Nyamira),-0.6413892,34.9945086,Level 3,Nyamira,Nyamira,Bonyamatuta,open,Health Center,Government/Public Entity
Neema Medical Home Limited,-0.0985061,35.6777533,Level 2,Nakuru,Kuresoi North,Kamara,open,Medical Center,Private
Ojwando (Duplicate),-0.5143727,34.7689247,Level 2,Homa Bay,Rachuonyo South,East Kamagak,open,Health Center,Government/Public Entity
Kasewe Health Centre,-0.4562068,34.8790017,Level 2,Homa Bay,Kabondo Kasipul,Kabondo West,open,Health Center,Government/Public Entity
Centre Medical Clinic,-0.296569,36.0814809,Level 2,Nakuru,Nakuru East,Kivumbuni,open,Medical Center,Private
Kianjokoma Muungano  Community  Cottage Hospital,-0.3997029,37.50429,Level 2,Embu,Runyenjes,Kagaari North,open,Medical Center,Private
"Caremark Medical Clinic (Kajiado
)",-1.3956975,36.7385211,Level 2,Kajiado,NA,Nkaimurunya,open,Medical Center,Private
Lunakwe Dispensary,0.52188,34.4808089,Level 2,Bungoma,Bumula,South Bukusu,open,Dispensary,Government/Public Entity
Chebukwabi Dispensary,0.7918885,34.6691735,Level 2,Bungoma,Kimilili,Kibingei,open,Dispensary,Government/Public Entity
Sikhendu Dispensary,0.8318765,34.8592594,Level 2,Trans Nzoia,Kiminini,Sikhendu,open,Dispensary,Government/Public Entity
Proact Health services,-1.1853387,36.9024852,Level 2,Nairobi,Roysambu,Kahawa West,open,Health Center,Private
Pesi Medical Centre,0.4571101,34.1246002,Level 3,Busia,Teso South,Ang'orom,open,Health Center,Private
Ngeta Health Centre,-0.363911,34.5805166,Level 3,Homa Bay,Karachuonyo,Central,open,Health Center,Government/Public Entity
Kangir Health centre,-0.3502033,34.614752,Level 3,Homa Bay,Karachuonyo,Central,open,Health Center,Government/Public Entity
Among'ura Community Dispensary,0.5424951,34.1373586,Level 2,Busia,Teso South,Chakol South,open,Dispensary,Government/Public Entity
Esikulu Dispensary,0.4119299,34.1566822,Level 2,Busia,Matayos,Bukhayo West,open,Dispensary,Government/Public Entity
Nyangajo health Centre,-0.4044494,34.6459953,Level 3,Homa Bay,Karachuonyo,Kendu Bay Town,open,Health Center,Government/Public Entity
Ndere Health Centre,-0.3942341,34.4632228,Level 3,Homa Bay,Karachuonyo,West Karachuonyo,open,Health Center,Government/Public Entity
Vikunga Dispensary,0.229441,34.7276888,Level 2,Kakamega,Shinyalu,Isukha West,open,Dispensary,Government/Public Entity
Virhembe Nursing Home,0.2382973,34.8466006,Level 3,Kakamega,Shinyalu,Isukha Central,open,Nursing Home,Private
Aga Khan Medical Centre Kericho,-0.372078,35.2810127,Level 2,Kericho,Ainamoi,Kipchebor,open,Medical Center,Private
Real I P M Company Clinic,-1.02908,37.0368787,Level 2,Kiambu,Thika Town,Township,open,Medical Clinic,Private
Ngelechom Community Dispensary,0.573359,34.1706567,Level 2,Busia,Teso South,Chakol North,open,Dispensary,Government/Public Entity
Kathome Dispensary (Kangundo),-1.3890806,37.3625188,Level 2,Machakos,Kangundo,Kangundo East,open,Dispensary,Government/Public Entity
Kaalem Dispensary,4.3060022,35.5960929,Level 2,Turkana,Turkana North,Kaaleng/Kaikor,open,Dispensary,Government/Public Entity
Sango Kabuyefwe Dispensary,0.7532199,34.9257326,Level 2,Bungoma,Tongaren,Naitiri/Kabuyefwe,open,Dispensary,Government/Public Entity
Umoja III Medical Centre(Njiru),-1.2730417,36.8938959,Level 2,Nairobi,Embakasi West,Mowlem,open,Medical Center,Private
Kurum Dispensary,0.410835,37.125797,Level 2,Laikipia,Laikipia North,Mugogodo West,open,Dispensary,Government/Public Entity
Meyan Dispensary,4.7491341,35.6629386,Level 2,Turkana,Kibish,Kibish,open,Dispensary,Government/Public Entity
Shianda Dispensary,0.3220336,34.5722638,Level 2,Kakamega,Mumias East,East Wanga,open,Dispensary,Government/Public Entity
Debomart Medical Clinic,-1.2915232,36.8547379,Level 2,Nairobi,Makadara,Maringo/Hamza,open,Medical Center,Private
Kyanganda Dispensary,-1.8091885,37.4285221,Level 2,Makueni,Kaiti,Kilungu,open,Dispensary,Government/Public Entity
Kwakalusya Dispensary,-1.4343156,37.1267158,Level 2,Machakos,Athi River,Kinanie,open,Dispensary,Government/Public Entity
Metropolitan Medical Clinic - Kehancha,-1.191682,34.6164442,Level 2,Migori,Kuria West,Bukira East,open,Medical Clinic,Private
CHS Mwingi Central Dice,-0.9423604,38.066369,Level 2,Kitui,Mwingi Central,Central,open,Dispensary,Government/Public Entity
University of Embu Health Unit,-0.5073238,37.4576142,Level 2,Embu,Manyatta,Kirimari,open,Dispensary,Government/Public Entity
Aga Khan University Hospital Kiambu Clinic,-1.1719907,36.8293,Level 2,Kiambu,Kiambu Town,Township,open,Medical Center,Private
Bar Hostess Empowerment and Support Programme (Makadara),-1.2878164,36.8653516,Level 2,Nairobi,Makadara,Makongeni,open,Medical Clinic,Non-Governmental Organization
Onyuongo Dispensary,-0.3251428,35.0052111,Level 2,Kisumu,Nyakach,North Nyakach,open,Dispensary,Government/Public Entity
Complete Care Health Services,-1.245953,36.6623074,Level 2,Kiambu,Kikuyu,Kikuyu,open,Medical Center,Private
Ideal Medical Clinic,-1.2469766,36.6812886,Level 2,Kiambu,Kikuyu,Kinoo,open,Medical Center,Private
Kerwa Catholic Health Centre,-1.1747217,36.6312239,Level 3,Kiambu,Kikuyu,Sigona,open,Health Center,Faith Based
Kwakalui dispensary,-1.8664887,37.5382544,Level 2,Makueni,Makueni,Nzaui/Kilili/Kalamba,open,Dispensary,Government/Public Entity
Ngiluni Dispensary (Kaiti),-1.7143173,37.4293235,Level 2,Makueni,Kaiti,Kee,open,Dispensary,Government/Public Entity
Kanyoni Community Dispensary,-0.9232295,36.8516466,Level 2,Kiambu,Gatundu North,Gituamba,open,Dispensary,Government/Public Entity
Kaakong'u Dispensary,2.0219355,35.5265182,Level 2,Turkana,Turkana South,Lobokat,open,Dispensary,Government/Public Entity
Kamasielo Dispensary,0.8092319,34.7276813,Level 2,Bungoma,Kimilili,Maeni,open,Dispensary,Government/Public Entity
Iran Medical Clinic,-1.3005622,36.7795084,Level 2,Nairobi,Kibra,Woodley/Kenyatta Golf Course,open,Medical Clinic,Private
Ladopharma Medical Center,-1.1934547,34.6175241,Level 2,Migori,Kuria West,Bukira East,open,Health Center,Private
Blue Cross Medical Clinic,-0.4997625,36.3249717,Level 2,Nakuru,Gilgil,Gilgil,open,Medical Clinic,Private
Aga Khan Clinic (Eastleigh),-1.2798305,36.8488392,Level 2,Nairobi,Kamukunji,Eastleigh North,open,Medical Center,Private
Yala Medical Clinic (Nandi County),0.1758429,34.9377296,Level 2,Nandi,NA,Kapkangani,open,Medical Clinic,Private
Roadway Medical Clinic,0.5669187,35.2332754,Level 2,Uasin Gishu,Turbo,Kapsaos,open,Dispensary,Private
Hope and Health Medical Clinic,-1.1136503,36.6423388,Level 2,Kiambu,Limuru,Limuru Central,open,Medical Clinic,Private
Cherwa Dispensary,-0.2901955,35.0281592,Level 2,Kisumu,Nyakach,North Nyakach,open,Dispensary,Government/Public Entity
Kobodo Health Center,-0.6680695,34.4176837,Level 3,Homa Bay,Ndhiwa,Kanyamwa Kologi,open,Health Center,Government/Public Entity
Sulwe Dispensary,0.8315992,34.7729628,Level 2,Bungoma,Kimilili,Kamukuywa,open,Dispensary,Government/Public Entity
Kemakoba Dispensary,-1.2395145,34.6213651,Level 2,Migori,Kuria East,Nyabasi West,open,Dispensary,Government/Public Entity
St.Paul Clinic,-1.2188051,36.766132,Level 2,Kiambu,Kiambaa,Kihara,open,Medical Clinic,Private
Aliki Medical Centre Banana,-1.1766286,36.7597649,Level 2,Kiambu,Kiambaa,Karuri,open,Medical Clinic,Private
Wanemed Medical Clinic,-1.2794594,36.6130294,Level 2,Kiambu,Kikuyu,Nachu,open,Medical Center,Private
Inavi Dispensary,0.0024454,34.6660351,Level 2,Vihiga,Vihiga,Mungoma,open,Dispensary,Government/Public Entity
Kyumbe Dispensary,-1.0224873,38.5282841,Level 2,Kitui,Mwingi Central,Nuu,open,Dispensary,Government/Public Entity
Matulani Dispensary,-1.0560122,38.3016131,Level 2,Kitui,Mwingi Central,Nuu,open,Dispensary,Government/Public Entity
Inyia Medical Clinic (Mbitini),-1.5941391,38.1225132,Level 2,Kitui,Kitui Rural,Mbitini,open,Medical Clinic,Private
Bright Dental Services (Laikipia),0.2771023,36.3169502,Level 2,Laikipia,NA,Marmanet,open,other,Private
Manza dispensary,-2.0854007,37.8490529,Level 2,Makueni,Makueni,Kitise/Kithuki,open,Dispensary,Government/Public Entity
Mbuvo Health Centre,-2.0123995,37.7732772,Level 3,Makueni,Makueni,Kathonzweni,open,Health Center,Government/Public Entity
Kavisu Dispensary (Mwingi central),-0.8560124,38.3619785,Level 2,Kitui,Mwingi Central,Nguni,open,Dispensary,Government/Public Entity
Kenlands Health Services,-0.2993729,36.0629747,Level 2,Nakuru,Nakuru West,Shaabab,open,Medical Center,Private
Lwanda Kobita Health Center,-0.7491822,34.5056998,Level 3,Homa Bay,Ndhiwa,Kabuoch South/Pala,open,Health Center,Government/Public Entity
St. Tresa's Medical Center,-0.493971,36.3284185,Level 2,Nakuru,Gilgil,Gilgil,open,Medical Clinic,Private
Nyabweri Dispensary,-0.5299105,34.9574067,Level 2,Nyamira,Nyamira North,Bomwagamo,open,Dispensary,Government/Public Entity
Rianyambweke Dispensary,-0.4919007,34.9633417,Level 2,Nyamira,Nyamira North,Bomwagamo,open,Dispensary,Government/Public Entity
Kiomara Dispensary,-0.4558159,34.9694979,Level 2,Nyamira,Nyamira North,Bokeira,open,Dispensary,Government/Public Entity
Kiamanyomba Dispensary,-0.4640845,35.015712,Level 2,Nyamira,Nyamira North,Magwagwa,open,Dispensary,Government/Public Entity
The Great Lakes Medical Centre Luanda,0.0339595,34.5737393,Level 3,Vihiga,Luanda,Mwibona,open,Hospital,Private
Kimeswon Health Centre,-0.4214253,35.5120952,Level 3,Nakuru,Kuresoi North,Kiptororo,open,Health Center,Government/Public Entity
Mshongoleni Community Dispensary,-3.2465968,40.0272121,Level 2,Kilifi,Malindi,Ganda,open,Dispensary,Government/Public Entity
Kenya Institute of Special Education Dispensary,-1.226772,36.8962917,Level 2,Nairobi,Kasarani,Kasarani,open,Dispensary,Government/Public Entity
Mukameni Dispensary,-1.6015167,38.0121742,Level 2,Kitui,Kitui Rural,Kisasi,open,Dispensary,Government/Public Entity
Shomella Dispensary,-2.9806718,40.0558617,Level 2,Kilifi,Magarini,Gongoni,open,Dispensary,Government/Public Entity
Chamari Dispensary,-2.9026134,39.897366,Level 2,Kilifi,Magarini,Marafa,open,Dispensary,Government/Public Entity
Bore Singwaya Dispensary,-3.0525241,39.9067392,Level 2,Kilifi,Magarini,Garashi,open,Dispensary,Government/Public Entity
Karindundu dispensary,-0.4904904,37.1291613,Level 2,Nyeri,Mathira East,Konyu,open,Dispensary,Government/Public Entity
Nyang'aita Dispensary,1.4832345,35.677865,Level 2,West Pokot,Pokot Central,Masool,open,Dispensary,Government/Public Entity
Kokwotendwo Dispensary,1.4332466,35.4342633,Level 2,West Pokot,Pokot Central,Wei Wei,open,Dispensary,Government/Public Entity
Orwa Dispensary,1.654419,35.4831705,Level 2,West Pokot,Pokot Central,Sekerr,open,Dispensary,Government/Public Entity
Prasadam Medical Clinic (Nakuru),-0.7836554,36.4455389,Level 2,Nakuru,NA,Hellsgate,open,Medical Clinic,Private
Africa Muslim Agency Dispensary (Kilifi),-3.5986567,39.8320649,Level 2,Kilifi,Kilifi North,Kibarani,open,Dispensary,Faith Based
Khairat Medical Centre,-3.6286149,39.8496719,Level 2,Kilifi,Kilifi North,Sokoni,open,Hospital,Private
Tabani Dispensary,0.8485798,34.9435438,Level 2,Bungoma,Tongaren,Ndalu,open,Dispensary,Government/Public Entity
Bungoma West Medical Services,0.5926011,34.5520394,Level 3,Bungoma,Kanduyi,Township,open,Hospital,Private
kitende Dispensary,-1.9936043,37.6561805,Level 2,Makueni,Kibwezi West,Nguu/Masumba,open,Dispensary,Government/Public Entity
Tumaini Wakwa Medical Centre (Nairobi),-1.2816024,36.7152714,Level 2,Nairobi,NA,Waithaka,open,Medical Center,Private
Cheptya Dispensary,1.362643,35.3134851,Level 2,West Pokot,KIPKOMO,Batei,open,Dispensary,Government/Public Entity
Chemotong Dispensary,1.5053562,35.3227265,Level 2,West Pokot,KIPKOMO,Chepareria,open,Dispensary,Government/Public Entity
Cheptiangwa Dispensary,1.4147091,35.2451068,Level 2,West Pokot,KIPKOMO,Chepareria,open,Dispensary,Government/Public Entity
Chepkono Dispensary,1.251179,35.2453345,Level 2,West Pokot,Pokot South,Lelan,open,Dispensary,Government/Public Entity
Ramula Dispensary,-0.1038156,34.9540655,Level 2,Kisumu,Muhoroni,Ombeyi,open,Dispensary,Government/Public Entity
Milenye Health Centre,-0.1212306,35.0620683,Level 3,Kisumu,Muhoroni,Masogo/Nyang'oma,open,Dispensary,Government/Public Entity
Nyamwetureko Dispensary,-0.5990736,34.939216,Level 2,Nyamira,Nyamira,Bonyamatuta,open,Health Center,Government/Public Entity
Mwanguda Dispensary,-4.4406698,39.1895705,Level 2,Kwale,Lunga Lunga,Dzombo,open,Dispensary,Government/Public Entity
Mwangwei Dispensary,-4.5206787,39.2774769,Level 2,Kwale,Lunga Lunga,Pongwe/Kikokeni,open,Dispensary,Government/Public Entity
Uturini Community Dispensary,-0.3864524,37.9644663,Level 2,Tharaka Nithi,Tharaka South,Chiakagira,open,Dispensary,Government/Public Entity
Mutomo Medical Services,-1.8536292,38.2031014,Level 2,Kitui,Kitui South,Mutomo,open,Medical Clinic,Private
Karimboni Dispensary,-3.1249706,39.984135,Level 2,Kilifi,Magarini,Garashi,open,Dispensary,Government/Public Entity
Kijana Heri Medical Clinic,-3.07052,40.1405371,Level 2,Kilifi,Magarini,Magarini,open,Nursing Home,Private
AAR Adams Health Centre,-1.3007788,36.781892,Level 3,Nairobi,Kibra,Woodley/Kenyatta Golf Course,open,Health Center,Private
Kome Health Center,-0.6551543,34.3818834,Level 3,Homa Bay,Ndhiwa,Kanyamwa Kosewe,open,Health Center,Government/Public Entity
Teber Dispensary (Elgeyo Marakwet),0.2510659,35.6957481,Level 2,Elgeyo Marakwet,Keiyo North,Soy South,open,Dispensary,Government/Public Entity
Ndumbini Dispensary,-0.3051274,37.7243246,Level 2,Tharaka Nithi,Muthambi,Mitheru,open,Dispensary,Government/Public Entity
Ufalme Medical Centre,-1.478291,36.9587521,Level 2,Kajiado,Kajiado East,Kitengela,open,Health Center,Private
Kasha dispensary,-0.0626644,39.1403269,Level 2,Garissa,Balambala,Saka,open,Dispensary,Government/Public Entity
NEP Technical Training Institute Dispensary,-0.4406188,39.6358343,Level 2,Garissa,Garissa,Galbet,open,Dispensary,Government/Public Entity
Gaketha Dispensary,-0.3076979,37.6233379,Level 2,Tharaka Nithi,Muthambi,Muthambi,open,Dispensary,Government/Public Entity
Kalemung'orok Dispensary,1.5562386,35.0778859,Level 2,West Pokot,KACHELIBA,Kodich,open,Dispensary,Government/Public Entity
Adenawale Dispensary,2.1402296,39.2962136,Level 2,Wajir,Wajir West,Arbajahan,open,Dispensary,Government/Public Entity
Wargadud Dispensary,2.4953825,39.7006333,Level 2,Wajir,Eldas,Eldas,open,Dispensary,Government/Public Entity
Maximum Medical Clinic,-1.2307278,36.9267677,Level 2,Nairobi,Kasarani,Clay City,open,Medical Center,Private
Takaywa Dispensary,1.3752636,35.6932262,Level 2,West Pokot,Pokot Central,Masool,open,Dispensary,Government/Public Entity
Mathow Dispensary,2.1457633,39.6956094,Level 2,Wajir,Wajir West,Arbajahan,open,Nursing Home,Government/Public Entity
St.Mary's Ringa Health Centre,-0.4755177,34.8505547,Level 3,Homa Bay,Kabondo Kasipul,Kojwach,open,Health Center,Faith Based
Kalemrekai Dispensary,1.445339,34.9635435,Level 2,West Pokot,West Pokot,Riwo,open,Dispensary,Government/Public Entity
Chepnyal GOK Dispensary,1.6058351,35.2819385,Level 2,West Pokot,West Pokot,Sook,open,Dispensary,Government/Public Entity
Paraywa Dispensary,1.258165,35.2105104,Level 2,West Pokot,West Pokot,Siyoi,open,Dispensary,Government/Public Entity
Kongelai Dispensary,1.4489355,34.9959255,Level 2,West Pokot,West Pokot,Riwo,open,Dispensary,Government/Public Entity
CMIA Grace Children's Centre Dispensary,-1.360186,36.7264753,Level 2,Nairobi,Langata,Karen,open,Dispensary,Faith Based
Tumaini Medical Clinic (Kajiado),-3.046775,37.6943317,Level 2,Kajiado,NA,Rombo,open,Medical Clinic,Private
Illasit Health Centre,-2.9602445,37.5760506,Level 3,Kajiado,Loitokitok,Rombo,open,Health Center,Government/Public Entity
Mt Pleasant Medical Clinic,-1.0578742,36.7758851,Level 2,Kiambu,Githunguri,Githunguri,open,Medical Clinic,Private
Dago Jonyo Dispensary,-0.182572,34.5040958,Level 2,Kisumu,Seme,Central Seme,open,Dispensary,Government/Public Entity
Malongo Health Centre,-0.5905525,34.1428431,Level 2,Homa Bay,Suba South,Gwassi North,open,Health Center,Government/Public Entity
LIFOG Medical Clinic,-3.9666387,39.7137721,Level 2,Mombasa,Kisauni,Bamburi,open,Medical Clinic,Non-Governmental Organization
Bay Leaf Medical Clinic,-4.0504298,39.6560297,Level 2,Mombasa,Mvita,Majengo,open,Hospital,Private
LELA Dispensary,-0.9470188,34.4162267,Level 2,Migori,Uriri,West Kanyamkago,open,Dispensary,Government/Public Entity
Lwala Nyarago Dispensary,-0.9305253,34.5218551,Level 2,Migori,Uriri,South Kanyamkago,open,Dispensary,Government/Public Entity
Maseno Medical Centre (Vihiga),-0.0145101,34.5831281,Level 3,Vihiga,NA,Luanda south,open,Medical Center,Private
